establishment_name|plataforma|estrellas|review_text|categoria_sentimiento|edad|sexo
PITADONIA|Expedia|2|Instalaciones anticuadas y descuidadas. El baño tenía pérdidas de agua y el wifi nunca llegó a funcionar correctamente.|Negativa|57|Hombre
PITADONIA|Google Maps|4|Excelente relación calidad-precio. La ubicación es ideal para hacer turismo y la atención al cliente de primera.|Positiva|70|Mujer
PITADONIA|Google Maps|1|Pésima gestión. Teníamos una reserva confirmada y al llegar nos dijeron que no constaba en el sistema. No lo recomiendo.|Negativa|71|Mujer
ISUB|Booking|2|El sitio es bonito y el desayuno espectacular, pero el ruido constante y las camas duras estropearon parte de la estancia. No sé si volvería.|Inconclusa|40|Mujer
ISUB|Trivago|3|Un establecimiento correcto con un menú de comida casera a precio razonable. El personal cumple sin destacar en nada.|Neutral|62|Hombre
EL ARRECIFE|TripAdvisor|4|Excelente relación calidad-precio. La ubicación es ideal para hacer turismo y la atención al cliente de primera.|Positiva|31|Mujer
EL ARRECIFE|Booking|3|El sitio es bonito y el desayuno espectacular, pero el ruido constante y las camas duras estropearon parte de la estancia. No sé si volvería.|Inconclusa|44|Mujer
MAR DE PULPI|Trivago|3|Un lugar de comida casera normal y corriente. El menú del día es aceptable por el precio, sin grandes lujos.|Neutral|53|Mujer
MAR DE PULPI|Trivago|5|Un sitio mágico, el trato recibido fue de lujo. El desayuno espectacular y las vistas inmejorables. Un 10 de 10.|Positiva|65|Mujer
MAR DE PULPI|TripAdvisor|3|Un local normal y corriente de comida casera. No destaca en nada especialmente positivo pero tampoco tiene fallos graves.|Neutral|68|Hombre
MI ABUELA MARIA|Booking|4|Estancia perfecta. Todo súper limpio, las camas son comodísimas y hay mucha tranquilidad. Totalmente recomendable.|Positiva|54|Mujer
MI ABUELA MARIA|TripAdvisor|3|Está bien para parar en ruta y tomar un menú de comida casera rápido. Instalaciones pasables y ambiente familiar.|Neutral|45|Mujer
MI ABUELA MARIA|Booking|5|Un sitio mágico, el trato recibido fue de lujo. El desayuno espectacular y las vistas inmejorables. Un 10 de 10.|Positiva|22|Mujer
CERRO DEL POZO|Booking|1|Pésima gestión. Teníamos una reserva confirmada y al llegar nos dijeron que no constaba en el sistema. No lo recomiendo.|Negativa|44|Hombre
CERRO DEL POZO|Expedia|4|Una maravilla de lugar. El personal cuida cada detalle, las instalaciones están impecables y el servicio es excelente. Volveremos sin duda.|Positiva|34|Mujer
AMERICANO|Google Maps|3|El sitio es bonito y el desayuno espectacular, pero el ruido constante y las camas duras estropearon parte de la estancia. No sé si volvería.|Inconclusa|68|Mujer
AMERICANO|Expedia|4|Un sitio mágico, el trato recibido fue de lujo. El desayuno espectacular y las vistas inmejorables. Un 10 de 10.|Positiva|31|Mujer
AMERICANO|Trivago|3|Cumple con lo básico. Una taberna tradicional de comida casera con un trato del personal simplemente cordial.|Neutral|19|Hombre
VILLAS MOJAMAR PLAYA|Booking|5|Un sitio mágico, el trato recibido fue de lujo. El desayuno espectacular y las vistas inmejorables. Un 10 de 10.|Positiva|18|Hombre
VILLAS MOJAMAR PLAYA|Booking|3|Tiene una ubicación increíble frente al mar, pero los precios son desorbitados para el nivel de servicio actual. Regular.|Inconclusa|63|Mujer
LA CASA DE GLORIA|Expedia|3|El sitio es bonito y el desayuno espectacular, pero el ruido constante y las camas duras estropearon parte de la estancia. No sé si volvería.|Inconclusa|43|Hombre
LA CASA DE GLORIA|Booking|3|Estancia pasable. Es un sitio de paso correcto, la comida es casera y tradicional pero el local necesita una reforma.|Neutral|62|Hombre
LA CASA DE GLORIA|Trivago|2|El hotel es moderno y cómodo, sin embargo la gestión de las reservas parece caótica y nos causó bastante estrés al llegar.|Inconclusa|39|Mujer
VIAJES Y CIRCUITOS ISAHER (CENTRAL)|Google Maps|3|Tiene una ubicación increíble frente al mar, pero los precios son desorbitados para el nivel de servicio actual. Regular.|Inconclusa|66|Hombre
VIAJES Y CIRCUITOS ISAHER (CENTRAL)|Expedia|3|Está bien para parar en ruta y tomar un menú de comida casera rápido. Instalaciones pasables y ambiente familiar.|Neutral|63|Mujer
VIAJES Y CIRCUITOS ISAHER (CENTRAL)|TripAdvisor|1|Precio totalmente elevado para lo que ofrecen. La limpieza deja mucho que desear y las camas eran sumamente duras e incómodas.|Negativa|48|Mujer
BF ROOMS CARBONERAS|Trivago|2|Precio totalmente elevado para lo que ofrecen. La limpieza deja mucho que desear y las camas eran sumamente duras e incómodas.|Negativa|67|Hombre
BF ROOMS CARBONERAS|Booking|5|Estancia perfecta. Todo súper limpio, las camas son comodísimas y hay mucha tranquilidad. Totalmente recomendable.|Positiva|19|Hombre
BELLAVISTA|TripAdvisor|3|Ubicación céntrica ideal para comer algo rápido. Tienen comida casera típica de la zona, un servicio normal ni bueno ni malo.|Neutral|70|Hombre
BELLAVISTA|Trivago|3|Tiene una ubicación increíble frente al mar, pero los precios son desorbitados para el nivel de servicio actual. Regular.|Inconclusa|68|Mujer
EL LUCERO I|Google Maps|4|El hotel es moderno y cómodo, sin embargo la gestión de las reservas parece caótica y nos causó bastante estrés al llegar.|Inconclusa|71|Hombre
EL LUCERO I|Booking|3|Un establecimiento correcto con un menú de comida casera a precio razonable. El personal cumple sin destacar en nada.|Neutral|61|Hombre
EL LUCERO I|Expedia|1|Instalaciones anticuadas y descuidadas. El baño tenía pérdidas de agua y el wifi nunca llegó a funcionar correctamente.|Negativa|27|Hombre
LA POSADA DE PACO|Expedia|5|Una maravilla de lugar. El personal cuida cada detalle, las instalaciones están impecables y el servicio es excelente. Volveremos sin duda.|Positiva|49|Mujer
LA POSADA DE PACO|Expedia|2|Una experiencia decepcionante. El ruido de la calle no permitía dormir y no nos dieron ninguna solución en recepción.|Negativa|54|Mujer
LA POSADA DE PACO|Booking|3|La comida del buffet estaba buenísima, pero la limpieza de la habitación el primer día fue inexistente. Te quedas con sentimientos encontrados.|Inconclusa|62|Hombre
EL PUENTE|Booking|3|El sitio está bien situado, sirven comida casera aceptable pero el servicio es algo lento. Las instalaciones son estándar.|Neutral|73|Hombre
EL PUENTE|Trivago|3|Precio acorde a lo que ofrecen. Comida casera y raciones normales, una experiencia estándar sin pretensiones.|Neutral|65|Hombre
SOPALMO|Trivago|5|Un sitio mágico, el trato recibido fue de lujo. El desayuno espectacular y las vistas inmejorables. Un 10 de 10.|Positiva|68|Mujer
SOPALMO|Booking|4|Un sitio mágico, el trato recibido fue de lujo. El desayuno espectacular y las vistas inmejorables. Un 10 de 10.|Positiva|27|Mujer
SOPALMO|TripAdvisor|5|Una maravilla de lugar. El personal cuida cada detalle, las instalaciones están impecables y el servicio es excelente. Volveremos sin duda.|Positiva|60|Hombre
BAHIA SERENA|Google Maps|4|El sitio es bonito y el desayuno espectacular, pero el ruido constante y las camas duras estropearon parte de la estancia. No sé si volvería.|Inconclusa|39|Hombre
BAHIA SERENA|Booking|1|Servicio lamentable, tardaron más de una hora para hacernos el check-in. La comida estaba fría y el personal fue antipático.|Negativa|28|Hombre
OFICINA DE INFORMACION TURISTICA|TripAdvisor|2|Precio totalmente elevado para lo que ofrecen. La limpieza deja mucho que desear y las camas eran sumamente duras e incómodas.|Negativa|67|Mujer
OFICINA DE INFORMACION TURISTICA|Expedia|2|La comida del buffet estaba buenísima, pero la limpieza de la habitación el primer día fue inexistente. Te quedas con sentimientos encontrados.|Inconclusa|56|Hombre
AGADES|Trivago|1|Una experiencia decepcionante. El ruido de la calle no permitía dormir y no nos dieron ninguna solución en recepción.|Negativa|37|Mujer
AGADES|Expedia|5|Una maravilla de lugar. El personal cuida cada detalle, las instalaciones están impecables y el servicio es excelente. Volveremos sin duda.|Positiva|35|Hombre
MARTINEZ|Trivago|5|Nos ha encantado todo. Un ambiente muy acogedor, todo muy limpio y ordenado. Altamente recomendado para familias.|Positiva|28|Hombre
MARTINEZ|Expedia|3|Un local normal y corriente de comida casera. No destaca en nada especialmente positivo pero tampoco tiene fallos graves.|Neutral|74|Hombre
LAS OLAS|TripAdvisor|2|Precio totalmente elevado para lo que ofrecen. La limpieza deja mucho que desear y las camas eran sumamente duras e incómodas.|Negativa|72|Mujer
LAS OLAS|Expedia|2|Tiene una ubicación increíble frente al mar, pero los precios son desorbitados para el nivel de servicio actual. Regular.|Inconclusa|48|Mujer
LAS OLAS|Booking|5|Un sitio mágico, el trato recibido fue de lujo. El desayuno espectacular y las vistas inmejorables. Un 10 de 10.|Positiva|55|Mujer
COMPLEJO SAL MARINA|Google Maps|2|Instalaciones anticuadas y descuidadas. El baño tenía pérdidas de agua y el wifi nunca llegó a funcionar correctamente.|Negativa|46|Mujer
COMPLEJO SAL MARINA|Trivago|3|Un lugar de comida casera normal y corriente. El menú del día es aceptable por el precio, sin grandes lujos.|Neutral|28|Mujer
MOLINO FERNAN PEREZ|TripAdvisor|4|El sitio es bonito y el desayuno espectacular, pero el ruido constante y las camas duras estropearon parte de la estancia. No sé si volvería.|Inconclusa|66|Hombre
MOLINO FERNAN PEREZ|Google Maps|3|Un establecimiento correcto con un menú de comida casera a precio razonable. El personal cumple sin destacar en nada.|Neutral|24|Mujer
MOLINO FERNAN PEREZ|Expedia|1|Una experiencia decepcionante. El ruido de la calle no permitía dormir y no nos dieron ninguna solución en recepción.|Negativa|39|Mujer
VIRGEN DEL MAR HOLIDAYS|TripAdvisor|3|Un lugar de comida casera normal y corriente. El menú del día es aceptable por el precio, sin grandes lujos.|Neutral|19|Hombre
VIRGEN DEL MAR HOLIDAYS|TripAdvisor|1|Precio totalmente elevado para lo que ofrecen. La limpieza deja mucho que desear y las camas eran sumamente duras e incómodas.|Negativa|41|Hombre
V.T.A.R.|Expedia|3|La comida del buffet estaba buenísima, pero la limpieza de la habitación el primer día fue inexistente. Te quedas con sentimientos encontrados.|Inconclusa|75|Mujer
V.T.A.R.|Expedia|2|Pésima gestión. Teníamos una reserva confirmada y al llegar nos dijeron que no constaba en el sistema. No lo recomiendo.|Negativa|69|Hombre
V.T.A.R.|TripAdvisor|4|El sitio es bonito y el desayuno espectacular, pero el ruido constante y las camas duras estropearon parte de la estancia. No sé si volvería.|Inconclusa|65|Hombre
"APARTAMENTOS LOS ""BAYIYOS"""|Google Maps|3|Tiene una ubicación increíble frente al mar, pero los precios son desorbitados para el nivel de servicio actual. Regular.|Inconclusa|35|Hombre
"APARTAMENTOS LOS ""BAYIYOS"""|Google Maps|5|Estancia perfecta. Todo súper limpio, las camas son comodísimas y hay mucha tranquilidad. Totalmente recomendable.|Positiva|30|Mujer
"APARTAMENTOS LOS ""BAYIYOS"""|TripAdvisor|4|Por un lado las instalaciones y la piscina son geniales, pero por otro el trato del personal en recepción nos dejó una sensación muy extraña.|Inconclusa|30|Hombre
ROQUETAS|Trivago|5|Estancia perfecta. Todo súper limpio, las camas son comodísimas y hay mucha tranquilidad. Totalmente recomendable.|Positiva|24|Mujer
ROQUETAS|Expedia|4|Una maravilla de lugar. El personal cuida cada detalle, las instalaciones están impecables y el servicio es excelente. Volveremos sin duda.|Positiva|20|Hombre
VISOL TOURS|TripAdvisor|3|Un lugar de comida casera normal y corriente. El menú del día es aceptable por el precio, sin grandes lujos.|Neutral|56|Hombre
VISOL TOURS|Booking|5|Excelente relación calidad-precio. La ubicación es ideal para hacer turismo y la atención al cliente de primera.|Positiva|18|Mujer
OVERA|TripAdvisor|2|El hotel es moderno y cómodo, sin embargo la gestión de las reservas parece caótica y nos causó bastante estrés al llegar.|Inconclusa|44|Hombre
OVERA|TripAdvisor|2|Servicio lamentable, tardaron más de una hora para hacernos el check-in. La comida estaba fría y el personal fue antipático.|Negativa|64|Hombre
LA ESCAPADA|Google Maps|4|Excelente relación calidad-precio. La ubicación es ideal para hacer turismo y la atención al cliente de primera.|Positiva|54|Hombre
LA ESCAPADA|TripAdvisor|4|Una maravilla de lugar. El personal cuida cada detalle, las instalaciones están impecables y el servicio es excelente. Volveremos sin duda.|Positiva|22|Hombre
AZABACHE|TripAdvisor|4|Tiene una ubicación increíble frente al mar, pero los precios son desorbitados para el nivel de servicio actual. Regular.|Inconclusa|29|Hombre
AZABACHE|Booking|5|Nos ha encantado todo. Un ambiente muy acogedor, todo muy limpio y ordenado. Altamente recomendado para familias.|Positiva|65|Mujer
AZABACHE|Expedia|5|Un sitio mágico, el trato recibido fue de lujo. El desayuno espectacular y las vistas inmejorables. Un 10 de 10.|Positiva|28|Mujer
EXE ALMERIA CENTRO|Expedia|2|Servicio lamentable, tardaron más de una hora para hacernos el check-in. La comida estaba fría y el personal fue antipático.|Negativa|34|Mujer
EXE ALMERIA CENTRO|Google Maps|3|El sitio está bien situado, sirven comida casera aceptable pero el servicio es algo lento. Las instalaciones son estándar.|Neutral|72|Hombre
EXE ALMERIA CENTRO|Booking|1|Una experiencia decepcionante. El ruido de la calle no permitía dormir y no nos dieron ninguna solución en recepción.|Negativa|41|Hombre
AIRBAG|TripAdvisor|2|Servicio lamentable, tardaron más de una hora para hacernos el check-in. La comida estaba fría y el personal fue antipático.|Negativa|44|Mujer
AIRBAG|Expedia|3|Estancia pasable. Es un sitio de paso correcto, la comida es casera y tradicional pero el local necesita una reforma.|Neutral|23|Hombre
AIRBAG|Trivago|4|Estancia perfecta. Todo súper limpio, las camas son comodísimas y hay mucha tranquilidad. Totalmente recomendable.|Positiva|46|Mujer
MARINA PLAYA|Expedia|1|Servicio lamentable, tardaron más de una hora para hacernos el check-in. La comida estaba fría y el personal fue antipático.|Negativa|42|Mujer
MARINA PLAYA|Trivago|2|Pésima gestión. Teníamos una reserva confirmada y al llegar nos dijeron que no constaba en el sistema. No lo recomiendo.|Negativa|50|Mujer
CASA BENEDICT HELENA|Booking|5|Una maravilla de lugar. El personal cuida cada detalle, las instalaciones están impecables y el servicio es excelente. Volveremos sin duda.|Positiva|30|Mujer
CASA BENEDICT HELENA|Trivago|5|Excelente relación calidad-precio. La ubicación es ideal para hacer turismo y la atención al cliente de primera.|Positiva|47|Hombre
LOS SERENOS III|Google Maps|4|El hotel es moderno y cómodo, sin embargo la gestión de las reservas parece caótica y nos causó bastante estrés al llegar.|Inconclusa|33|Hombre
LOS SERENOS III|TripAdvisor|3|Cumple con lo básico. Una taberna tradicional de comida casera con un trato del personal simplemente cordial.|Neutral|57|Mujer
LOS SERENOS III|Expedia|2|Pésima gestión. Teníamos una reserva confirmada y al llegar nos dijeron que no constaba en el sistema. No lo recomiendo.|Negativa|70|Mujer
KÚSPIDE, OCIO, DEPORTE Y AVENTURA|Expedia|4|El hotel es moderno y cómodo, sin embargo la gestión de las reservas parece caótica y nos causó bastante estrés al llegar.|Inconclusa|70|Hombre
KÚSPIDE, OCIO, DEPORTE Y AVENTURA|Google Maps|2|Una experiencia decepcionante. El ruido de la calle no permitía dormir y no nos dieron ninguna solución en recepción.|Negativa|32|Hombre
KÚSPIDE, OCIO, DEPORTE Y AVENTURA|Trivago|4|Excelente relación calidad-precio. La ubicación es ideal para hacer turismo y la atención al cliente de primera.|Positiva|53|Hombre
OHTELS CABO GATA|TripAdvisor|3|Un local normal y corriente de comida casera. No destaca en nada especialmente positivo pero tampoco tiene fallos graves.|Neutral|63|Hombre
OHTELS CABO GATA|Trivago|3|El hotel es moderno y cómodo, sin embargo la gestión de las reservas parece caótica y nos causó bastante estrés al llegar.|Inconclusa|45|Mujer
EN LA MAJADA REDONDA II|Expedia|3|Estancia pasable. Es un sitio de paso correcto, la comida es casera y tradicional pero el local necesita una reforma.|Neutral|60|Hombre
EN LA MAJADA REDONDA II|Trivago|1|Instalaciones anticuadas y descuidadas. El baño tenía pérdidas de agua y el wifi nunca llegó a funcionar correctamente.|Negativa|21|Hombre
EN LA MAJADA REDONDA II|TripAdvisor|3|Precio acorde a lo que ofrecen. Comida casera y raciones normales, una experiencia estándar sin pretensiones.|Neutral|41|Mujer
CORTIJO EL PINO|Trivago|4|Un sitio mágico, el trato recibido fue de lujo. El desayuno espectacular y las vistas inmejorables. Un 10 de 10.|Positiva|48|Hombre
CORTIJO EL PINO|Google Maps|4|Tiene una ubicación increíble frente al mar, pero los precios son desorbitados para el nivel de servicio actual. Regular.|Inconclusa|74|Hombre
CORTIJO EL PINO|TripAdvisor|4|Un sitio mágico, el trato recibido fue de lujo. El desayuno espectacular y las vistas inmejorables. Un 10 de 10.|Positiva|19|Hombre
LOS ALBARDINALES (CASA LECHÍN Y CASA PICUAL)|Booking|2|El hotel es moderno y cómodo, sin embargo la gestión de las reservas parece caótica y nos causó bastante estrés al llegar.|Inconclusa|68|Mujer
LOS ALBARDINALES (CASA LECHÍN Y CASA PICUAL)|Google Maps|3|Ubicación céntrica ideal para comer algo rápido. Tienen comida casera típica de la zona, un servicio normal ni bueno ni malo.|Neutral|40|Mujer
LOS ALBARDINALES (CASA LECHÍN Y CASA PICUAL)|Booking|2|El sitio es bonito y el desayuno espectacular, pero el ruido constante y las camas duras estropearon parte de la estancia. No sé si volvería.|Inconclusa|31|Mujer
CORTIJO LAS PERSIANAS AZULES|TripAdvisor|3|Un local normal y corriente de comida casera. No destaca en nada especialmente positivo pero tampoco tiene fallos graves.|Neutral|49|Hombre
CORTIJO LAS PERSIANAS AZULES|TripAdvisor|3|Precio acorde a lo que ofrecen. Comida casera y raciones normales, una experiencia estándar sin pretensiones.|Neutral|64|Mujer
JUAN DE AUSTRIA II|Booking|3|Un local normal y corriente de comida casera. No destaca en nada especialmente positivo pero tampoco tiene fallos graves.|Neutral|73|Mujer
JUAN DE AUSTRIA II|TripAdvisor|3|Instalaciones normales y limpias. Ofrecen raciones y platos combinados de cocina casera aceptable. El desayuno es básico.|Neutral|63|Mujer
JUAN DE AUSTRIA II|Booking|5|Nos ha encantado todo. Un ambiente muy acogedor, todo muy limpio y ordenado. Altamente recomendado para familias.|Positiva|57|Mujer
NATSUN|Expedia|4|Un sitio mágico, el trato recibido fue de lujo. El desayuno espectacular y las vistas inmejorables. Un 10 de 10.|Positiva|25|Mujer
NATSUN|Trivago|3|Un lugar de comida casera normal y corriente. El menú del día es aceptable por el precio, sin grandes lujos.|Neutral|72|Hombre
VIAJES CARREFOUR|Trivago|3|El sitio es bonito y el desayuno espectacular, pero el ruido constante y las camas duras estropearon parte de la estancia. No sé si volvería.|Inconclusa|27|Hombre
VIAJES CARREFOUR|Booking|3|Un lugar de comida casera normal y corriente. El menú del día es aceptable por el precio, sin grandes lujos.|Neutral|51|Mujer
VIAJES CARREFOUR|Google Maps|2|Por un lado las instalaciones y la piscina son geniales, pero por otro el trato del personal en recepción nos dejó una sensación muy extraña.|Inconclusa|32|Mujer
CATEDRAL|Trivago|3|El sitio está bien situado, sirven comida casera aceptable pero el servicio es algo lento. Las instalaciones son estándar.|Neutral|40|Hombre
CATEDRAL|Google Maps|4|Excelente relación calidad-precio. La ubicación es ideal para hacer turismo y la atención al cliente de primera.|Positiva|29|Mujer
ALOE-VERA|TripAdvisor|1|Instalaciones anticuadas y descuidadas. El baño tenía pérdidas de agua y el wifi nunca llegó a funcionar correctamente.|Negativa|75|Mujer
ALOE-VERA|Trivago|5|Una maravilla de lugar. El personal cuida cada detalle, las instalaciones están impecables y el servicio es excelente. Volveremos sin duda.|Positiva|34|Mujer
ALOE-VERA|Booking|2|El sitio es bonito y el desayuno espectacular, pero el ruido constante y las camas duras estropearon parte de la estancia. No sé si volvería.|Inconclusa|70|Mujer
LOS FAROLILLOS|TripAdvisor|5|Un sitio mágico, el trato recibido fue de lujo. El desayuno espectacular y las vistas inmejorables. Un 10 de 10.|Positiva|64|Mujer
LOS FAROLILLOS|Booking|3|La comida del buffet estaba buenísima, pero la limpieza de la habitación el primer día fue inexistente. Te quedas con sentimientos encontrados.|Inconclusa|42|Mujer
JUAN DE AUSTRIA I|Google Maps|4|Un sitio mágico, el trato recibido fue de lujo. El desayuno espectacular y las vistas inmejorables. Un 10 de 10.|Positiva|74|Mujer
JUAN DE AUSTRIA I|TripAdvisor|5|Excelente relación calidad-precio. La ubicación es ideal para hacer turismo y la atención al cliente de primera.|Positiva|28|Hombre
J.126, RUTAS DE NATURALEZA|Trivago|5|Excelente relación calidad-precio. La ubicación es ideal para hacer turismo y la atención al cliente de primera.|Positiva|73|Mujer
J.126, RUTAS DE NATURALEZA|Google Maps|4|Estancia perfecta. Todo súper limpio, las camas son comodísimas y hay mucha tranquilidad. Totalmente recomendable.|Positiva|72|Mujer
J.126, RUTAS DE NATURALEZA|Expedia|4|Por un lado las instalaciones y la piscina son geniales, pero por otro el trato del personal en recepción nos dejó una sensación muy extraña.|Inconclusa|53|Hombre
CERRO LA GORRA|Booking|3|Un lugar de comida casera normal y corriente. El menú del día es aceptable por el precio, sin grandes lujos.|Neutral|75|Mujer
CERRO LA GORRA|Expedia|4|El sitio es bonito y el desayuno espectacular, pero el ruido constante y las camas duras estropearon parte de la estancia. No sé si volvería.|Inconclusa|23|Mujer
RUTAS GUIADAS BEDAR MINERA|Booking|1|Una experiencia decepcionante. El ruido de la calle no permitía dormir y no nos dieron ninguna solución en recepción.|Negativa|61|Hombre
RUTAS GUIADAS BEDAR MINERA|Expedia|3|Un local normal y corriente de comida casera. No destaca en nada especialmente positivo pero tampoco tiene fallos graves.|Neutral|63|Hombre
RUTAS GUIADAS BEDAR MINERA|Google Maps|3|Un local normal y corriente de comida casera. No destaca en nada especialmente positivo pero tampoco tiene fallos graves.|Neutral|47|Mujer
LOS ESCULLOS|TripAdvisor|1|Pésima gestión. Teníamos una reserva confirmada y al llegar nos dijeron que no constaba en el sistema. No lo recomiendo.|Negativa|20|Mujer
LOS ESCULLOS|TripAdvisor|4|Nos ha encantado todo. Un ambiente muy acogedor, todo muy limpio y ordenado. Altamente recomendado para familias.|Positiva|68|Mujer
LOS ESCULLOS|TripAdvisor|3|El sitio está bien situado, sirven comida casera aceptable pero el servicio es algo lento. Las instalaciones son estándar.|Neutral|63|Mujer
SPAIN ACTIVA MOJACAR|TripAdvisor|4|La comida del buffet estaba buenísima, pero la limpieza de la habitación el primer día fue inexistente. Te quedas con sentimientos encontrados.|Inconclusa|61|Hombre
